City,State,Lat,Lng,Date,MannerOfDeath,Armed,Age,Gender,Race,MentalIllness,ThreatLevel,Flee,BodyCamera,StateName,Year
Cleveland,OH,41.4995,-81.69541,2017-10-25,shot,gun,33,Male,"Black, non-Hispanic",False,attack,Foot,False,Ohio,2017
Erie,PA,42.12922,-80.08506,2017-10-26,shot,vehicle,46,Male,Unknown,False,other,Not fleeing,False,Pennsylvania,2017
Horseheads,NY,42.16702,-76.82051,2017-10-26,shot,gun,34,Male,"White, non-Hispanic",False,attack,Car,False,New York,2017
Fairhope,AL,30.52297,-87.90333,2017-10-26,shot,gun,32,Male,"White, non-Hispanic",False,attack,Other,False,Alabama,2017
Indiantown,FL,27.02728,-80.48561,2017-10-27,shot,machete,46,Male,"Black, non-Hispanic",True,other,Not fleeing,False,Florida,2017
Greeley,CO,40.42331,-104.70913,2017-10-28,shot,gun and car,40,Male,Hispanic,False,attack,Car,False,Colorado,2017
Black River Falls,WI,44.29468,-90.85153,2017-10-28,shot,gun,27,Male,Native American,False,other,Car,True,Wisconsin,2017
Centennial,CO,39.57916,-104.87692,2017-10-29,shot,gun,50,Male,"White, non-Hispanic",False,attack,Not fleeing,False,Colorado,2017
New Castle,IN,39.92894,-85.37025,2017-10-29,shot,knife,41,Male,"White, non-Hispanic",False,attack,Not fleeing,False,Indiana,2017
King of Prussia,PA,40.08927,-75.39602,2017-10-29,shot,vehicle,23,Male,"Black, non-Hispanic",False,other,Not fleeing,False,Pennsylvania,2017
Federal Way,WA,47.32232,-122.31262,2017-10-30,shot,gun,33,Male,Native American,False,attack,Not fleeing,False,Washington,2017
Sunnyvale,CA,37.36883,-122.03635,2017-10-31,shot,knife,25,Male,Hispanic,False,attack,Not fleeing,False,California,2017
Riverside,CA,33.95335,-117.39616,2017-10-31,shot,undetermined,27,Male,"Black, non-Hispanic",False,other,Not fleeing,False,California,2017
Livingston,TN,36.3834,-85.32302,2017-10-31,shot,gun,39,Male,"White, non-Hispanic",False,attack,Not fleeing,False,Tennessee,2017
Arlington,TX,32.73569,-97.10807,2017-10-31,shot,gun,22,Male,"Black, non-Hispanic",False,attack,Not fleeing,False,Texas,2017
Las Cruces,NM,32.31232,-106.77834,2017-10-31,shot,ax,37,Female,"White, non-Hispanic",True,other,Not fleeing,False,New Mexico,2017
Anniston,AL,33.65983,-85.83163,2017-11-01,shot,gun,27,Male,Hispanic,False,attack,Not fleeing,False,Alabama,2017
Pippa Passes,KY,37.33482,-82.87405,2017-11-01,shot,vehicle,28,Male,"White, non-Hispanic",False,attack,Car,False,Kentucky,2017
Sacramento,CA,38.58157,-121.4944,2017-11-02,shot,pitchfork,56,Male,"White, non-Hispanic",True,attack,Not fleeing,False,California,2017
Lakeland,FL,28.03947,-81.9498,2017-11-02,shot,gun,71,Male,"White, non-Hispanic",True,attack,Not fleeing,False,Florida,2017
Port Orange,FL,29.13832,-80.99561,2017-11-03,shot,gun and car,53,Male,"White, non-Hispanic",False,attack,Car,False,Florida,2017
El Paso,TX,31.75872,-106.48693,2017-11-03,shot,machete,43,Male,Unknown,False,other,Unknown,False,Texas,2017
Batesville,AR,35.7698,-91.64097,2017-11-03,shot,gun,44,Male,Unknown,False,attack,Not fleeing,False,Arkansas,2017
Ohatchee,AL,33.78343,-86.00247,2017-11-03,shot,gun and car,39,Male,"White, non-Hispanic",False,attack,Car,False,Alabama,2017
Clarksville,AR,35.47147,-93.46657,2017-11-04,shot,knife,56,Male,Asian,False,attack,Not fleeing,False,Arkansas,2017
Columbus,MS,33.49567,-88.42726,2017-11-04,shot,gun,24,Male,"Black, non-Hispanic",False,other,Not fleeing,True,Mississippi,2017
Parker,CO,39.5186,-104.76136,2017-11-04,shot,gun,35,Male,"White, non-Hispanic",False,attack,Unknown,False,Colorado,2017
Billings,MT,45.78329,-108.50069,2017-11-04,shot,gun,30,Male,Native American,False,attack,Unknown,False,Montana,2017
Bakersfield,CA,35.37329,-119.01871,2017-11-04,shot,gun,20,Male,"Black, non-Hispanic",False,undetermined,Foot,False,California,2017
Meridian,MS,32.36431,-88.70366,2017-11-05,shot,gun,35,Male,"White, non-Hispanic",False,attack,Not fleeing,False,Mississippi,2017
Rockford,IL,42.27113,-89.094,2017-11-05,shot,vehicle,49,Male,"Black, non-Hispanic",False,undetermined,Car,False,Illinois,2017
Lynchburg,VA,37.41375,-79.14225,2017-11-06,shot,knife,54,Female,"White, non-Hispanic",True,other,Not fleeing,False,Virginia,2017
Barstow,CA,34.89859,-117.02282,2017-11-06,shot,gun,48,Male,"White, non-Hispanic",False,attack,Car,False,California,2017
Marietta,GA,33.9526,-84.54993,2017-11-07,shot,gun,32,Female,"White, non-Hispanic",True,attack,Not fleeing,False,Georgia,2017
Las Vegas,NV,36.17497,-115.13722,2017-11-07,shot,gun,35,Male,"Black, non-Hispanic",False,attack,Not fleeing,False,Nevada,2017
Forest Park,GA,33.62205,-84.36909,2017-11-08,shot,gun,30,Male,"White, non-Hispanic",False,attack,Car,False,Georgia,2017
Clinton,TN,36.10341,-84.13186,2017-11-08,shot,gun,32,Male,"White, non-Hispanic",False,attack,Foot,False,Tennessee,2017
Roanoke,VA,37.27097,-79.94143,2017-11-08,shot,gun,31,Male,"White, non-Hispanic",False,other,Not fleeing,False,Virginia,2017
Odanah,WI,46.60828,-90.69685,2017-11-08,shot,knife,14,Male,Native American,False,other,Not fleeing,False,Wisconsin,2017
Salisbury,NC,35.67097,-80.47423,2017-11-09,shot,gun,25,Male,"Black, non-Hispanic",False,attack,Car,False,North Carolina,2017
Providence,RI,41.82399,-71.41283,2017-11-09,shot,vehicle,32,Male,"White, non-Hispanic",False,attack,Car,True,Rhode Island,2017
Flatwoods,KY,38.52258,-82.71711,2017-11-09,shot,gun,27,Male,"White, non-Hispanic",False,other,Car,False,Kentucky,2017
Flatwoods,KY,38.52258,-82.71711,2017-11-09,shot,unarmed,23,Female,"White, non-Hispanic",False,undetermined,Car,False,Kentucky,2017
Gibson,LA,29.68688,-90.99065,2017-11-10,shot,gun,55,Male,"White, non-Hispanic",True,attack,Not fleeing,False,Louisiana,2017
Phoenix,AZ,33.44838,-112.07404,2017-11-10,shot,knife,43,Male,"Black, non-Hispanic",False,attack,Not fleeing,False,Arizona,2017
Crystal,MN,45.03274,-93.36023,2017-11-10,shot,gun,62,Male,"White, non-Hispanic",True,attack,Not fleeing,False,Minnesota,2017
Denver,CO,39.73915,-104.9847,2017-11-10,shot,gun,25,Male,"Black, non-Hispanic",False,other,Foot,False,Colorado,2017
Albuquerque,NM,35.08449,-106.65114,2017-11-10,shot,gun,50,Male,"White, non-Hispanic",False,attack,Not fleeing,False,New Mexico,2017
Dakota City,IA,42.72219,-94.19718,2017-11-11,shot,gun,19,Male,"White, non-Hispanic",True,attack,Other,False,Iowa,2017
Las Vegas,NV,36.17497,-115.13722,2017-11-11,shot,gun,41,Male,"Black, non-Hispanic",False,attack,Not fleeing,False,Nevada,2017
Fall River,MA,41.70149,-71.15505,2017-11-12,shot,vehicle,19,Male,Hispanic,False,other,Car,False,Massachusetts,2017
Tremont,NY,40.84954,-73.90569,2017-11-13,shot,knife,67,Male,"Black, non-Hispanic",True,attack,Not fleeing,True,New York,2017
Baton Rouge,LA,30.45075,-91.15455,2017-11-13,shot,unarmed,24,Male,"Black, non-Hispanic",False,attack,Foot,True,Louisiana,2017
Rancho Tehama Reserve,CA,40.01569,-122.40072,2017-11-14,shot,gun,44,Male,"White, non-Hispanic",True,undetermined,Unknown,False,California,2017
Phoenix,AZ,33.44838,-112.07404,2017-11-14,shot,gun,23,Male,Unknown,False,attack,Foot,False,Arizona,2017
Stockton,CA,37.9577,-121.29078,2017-11-14,shot,knife,51,Male,Unknown,False,other,Car,False,California,2017
Oklahoma City,OK,35.46756,-97.51643,2017-11-15,shot,unarmed,29,Male,Asian,True,other,Not fleeing,True,Oklahoma,2017
Anchorage,AK,61.21806,-149.90028,2017-11-15,shot,gun,48,Male,"White, non-Hispanic",False,attack,Car,False,Alaska,2017
Van Nuys,CA,34.18667,-118.44897,2017-11-15,shot,gun,22,Male,Hispanic,False,attack,Car,False,California,2017
Elmira,NY,42.0898,-76.80773,2017-11-15,shot,gun,59,Male,"White, non-Hispanic",True,attack,Not fleeing,False,New York,2017
Cedar Lake,TX,28.90109,-95.6369,2017-11-16,shot,gun,68,Male,"Black, non-Hispanic",False,attack,Not fleeing,False,Texas,2017
Albuquerque,NM,35.08449,-106.65114,2017-11-17,shot,unarmed,25,Male,"White, non-Hispanic",False,other,Car,False,New Mexico,2017
Albuquerque,NM,35.08449,-106.65114,2017-11-17,shot,unarmed,23,Male,Hispanic,False,undetermined,Car,False,New Mexico,2017
West Monroe,LA,32.51848,-92.14764,2017-11-17,shot,gun,46,Male,"Black, non-Hispanic",False,attack,Not fleeing,False,Louisiana,2017
Fairfax,VA,38.84622,-77.30637,2017-11-17,shot,unarmed,25,Male,"White, non-Hispanic",False,undetermined,Car,False,Virginia,2017
Charleston,WV,38.34982,-81.63262,2017-11-17,shot,gun,30,Male,"White, non-Hispanic",False,attack,Not fleeing,False,West Virginia,2017
Prichard,AL,30.7388,-88.07889,2017-11-18,shot,unarmed,56,Male,"Black, non-Hispanic",False,undetermined,Car,False,Alabama,2017
Billings,MT,45.78329,-108.50069,2017-11-18,shot,vehicle,24,Male,Native American,False,attack,Car,False,Montana,2017
Lompoc,CA,34.63915,-120.45794,2017-11-19,shot,gun,34,Male,Unknown,False,attack,Unknown,False,California,2017
Davenport,IA,41.52364,-90.57764,2017-11-19,shot,gun,26,Male,"White, non-Hispanic",False,attack,Not fleeing,False,Iowa,2017
Gulfport,MS,30.36742,-89.09282,2017-11-20,shot,knife,15,Male,"White, non-Hispanic",False,undetermined,Not fleeing,False,Mississippi,2017
Klamath Falls,OR,42.22487,-121.78167,2017-11-23,shot,gun,26,Male,Hispanic,False,other,Foot,False,Oregon,2017
Lebanon,MO,37.6806,-92.66379,2017-11-23,shot,gun,32,Male,"White, non-Hispanic",True,attack,Not fleeing,False,Missouri,2017
St. Louis,MO,38.62727,-90.19789,2017-11-23,shot,gun,17,Male,"Black, non-Hispanic",False,attack,Unknown,False,Missouri,2017
St. Louis,MO,38.62727,-90.19789,2017-11-23,shot,gun,17,Male,"Black, non-Hispanic",False,attack,Unknown,False,Missouri,2017
Pell City,AL,33.58621,-86.28609,2017-11-23,shot,gun,32,Male,"Black, non-Hispanic",False,attack,Not fleeing,False,Alabama,2017
Wimberley,TX,29.99744,-98.09862,2017-11-24,shot,gun,26,Male,"White, non-Hispanic",True,attack,Not fleeing,False,Texas,2017
Yuma,AZ,32.72532,-114.6244,2017-11-24,shot,unknown weapon,51,Male,"White, non-Hispanic",False,undetermined,Not fleeing,False,Arizona,2017
Lemoore,CA,36.30078,-119.78291,2017-11-26,shot,gun,43,Male,Hispanic,False,attack,Car,False,California,2017
Huntsville,AL,34.73037,-86.5861,2017-11-26,shot,gun,31,Male,"White, non-Hispanic",False,attack,Not fleeing,False,Alabama,2017
Covina,CA,34.09001,-117.89034,2017-11-26,shot,knife,22,Male,Hispanic,False,undetermined,Not fleeing,False,California,2017
Yakima,WA,46.60207,-120.5059,2017-11-27,shot,gun,26,Male,Unknown,False,attack,Car,False,Washington,2017
South Gate,CA,33.95474,-118.21202,2017-11-27,shot,gun,40,Male,Hispanic,True,attack,Not fleeing,False,California,2017
Reno,NV,39.52963,-119.8138,2017-11-28,shot,gun,30,Male,"White, non-Hispanic",False,attack,Not fleeing,False,Nevada,2017
Hillyard,WA,47.7052,-117.35218,2017-11-28,shot,gun,59,Male,"White, non-Hispanic",False,attack,Foot,False,Washington,2017
Chicago,IL,41.85003,-87.65005,2017-11-29,shot,gun,24,Male,"Black, non-Hispanic",False,other,Unknown,True,Illinois,2017
Hendersonville,NC,35.31873,-82.46095,2017-11-30,shot,gun,32,Male,"Black, non-Hispanic",False,other,Foot,False,North Carolina,2017
North Hollywood,CA,34.17223,-118.37897,2017-11-30,shot,gun,37,Male,Hispanic,False,other,Car,False,California,2017
York,SC,34.9943,-81.24202,2017-12-01,shot,knife,33,Male,"White, non-Hispanic",False,undetermined,Unknown,True,South Carolina,2017
San Francisco,CA,37.77493,-122.41942,2017-12-01,shot,unarmed,42,Male,"Black, non-Hispanic",False,other,Car,True,California,2017
Colton,CA,34.0739,-117.31365,2017-12-02,shot,knife,37,Male,Hispanic,True,other,Not fleeing,False,California,2017
Colorado Springs,CO,38.83388,-104.82136,2017-12-02,shot,gun,33,Male,"White, non-Hispanic",False,attack,Not fleeing,False,Colorado,2017
La Marque,TX,29.36857,-94.97131,2017-12-03,shot,sword,62,Male,"White, non-Hispanic",False,attack,Not fleeing,False,Texas,2017
Monticello,GA,33.30485,-83.68323,2017-12-04,shot,gun,46,Male,"White, non-Hispanic",False,attack,Not fleeing,False,Georgia,2017
Bassett,VA,36.7593,-79.99032,2017-12-05,shot,gun,24,Male,"Black, non-Hispanic",False,attack,Not fleeing,False,Virginia,2017
Lauderdale Lakes,FL,26.16647,-80.20838,2017-12-06,shot,unarmed,42,Male,"Black, non-Hispanic",True,attack,Not fleeing,True,Florida,2017
Coral Springs,FL,26.27119,-80.2706,2017-12-06,shot,gun,71,Male,Unknown,True,undetermined,Not fleeing,False,Florida,2017
Cheyenne,WY,41.13998,-104.82025,2017-12-06,shot,gun,49,Male,"White, non-Hispanic",False,attack,Not fleeing,False,Wyoming,2017
Peshtigo,WI,45.05443,-87.74927,2017-12-07,shot,gun,35,Male,"White, non-Hispanic",False,attack,Car,False,Wisconsin,2017
Denver,CO,39.73915,-104.9847,2017-12-07,shot,undetermined,19,Male,Native American,False,undetermined,Foot,False,Colorado,2017
Old Forge,PA,41.37119,-75.73491,2017-12-07,shot,gun,40,Male,"White, non-Hispanic",False,attack,Car,False,Pennsylvania,2017
Tucson,AZ,32.22174,-110.92648,2017-12-07,shot,vehicle,34,Male,"Black, non-Hispanic",False,attack,Car,False,Arizona,2017
Redding,CA,40.58654,-122.39168,2017-12-08,shot,gun,22,Male,Asian,False,attack,Not fleeing,False,California,2017
Dover,DE,39.15817,-75.52437,2017-12-09,shot,gun,16,Male,"White, non-Hispanic",False,attack,Not fleeing,False,Delaware,2017
Rose Bud,AR,35.33147,-92.08126,2017-12-09,shot,gun,69,Male,"White, non-Hispanic",False,attack,Not fleeing,False,Arkansas,2017
Oklahoma City,OK,35.46756,-97.51643,2017-12-10,shot,Taser,28,Male,Native American,False,attack,Not fleeing,False,Oklahoma,2017
Artesia,CA,33.86585,-118.08312,2017-12-10,shot and Tasered,knife,48,Male,Unknown,False,attack,Not fleeing,False,California,2017
Mobile,AL,30.69436,-88.04305,2017-12-10,shot,knife,26,Male,Unknown,False,attack,Not fleeing,False,Alabama,2017
Great Falls,MT,47.50024,-111.30081,2017-12-11,shot,unknown weapon,51,Male,"White, non-Hispanic",False,other,Unknown,False,Montana,2017
Rincon,GA,32.29603,-81.23539,2017-12-12,shot,undetermined,50,Female,Unknown,True,undetermined,Unknown,False,Georgia,2017
New Britain,CT,41.66121,-72.77954,2017-12-14,shot,vehicle,20,Male,"Black, non-Hispanic",False,other,Car,False,Connecticut,2017
McMinnville,TN,35.6834,-85.76998,2017-12-15,shot,gun,34,Male,"White, non-Hispanic",False,attack,Not fleeing,False,Tennessee,2017
Lexington,VA,37.78402,-79.44282,2017-12-15,shot,gun,57,Male,Unknown,False,attack,Foot,False,Virginia,2017
Wilmington,DE,39.74595,-75.54659,2017-12-15,shot,vehicle,30,Male,Unknown,False,other,Car,False,Delaware,2017
Hallandale Beach,FL,25.9812,-80.14838,2017-12-17,shot,unarmed,27,Male,Unknown,False,other,Car,False,Florida,2017
Bremerton,WA,47.56732,-122.63264,2017-12-17,shot,gun,52,Male,Unknown,False,attack,Not fleeing,False,Washington,2017
Valley Head,WV,38.54511,-80.0359,2017-12-17,shot,shovel,52,Male,Unknown,False,attack,Not fleeing,False,West Virginia,2017
Oak Park,MI,42.45948,-83.18271,2017-12-18,shot,hatchet,48,Male,"Black, non-Hispanic",False,other,Not fleeing,False,Michigan,2017
Mulberry,AR,35.50064,-94.05159,2017-12-19,shot,knife,56,Male,Unknown,True,other,Foot,False,Arkansas,2017
The Colony,TX,33.08901,-96.88639,2017-12-19,shot,knife,24,Male,Unknown,False,other,Not fleeing,False,Texas,2017
Anchorage,AK,61.21806,-149.90028,2017-12-20,shot,gun,56,Male,Unknown,False,attack,Not fleeing,False,Alaska,2017
Farmington,NM,36.72806,-108.21869,2017-12-20,shot,vehicle,35,Male,Unknown,False,other,Not fleeing,False,New Mexico,2017
Schertz,TX,29.55217,-98.26973,2017-12-21,shot,unarmed,6,Male,Unknown,False,other,Not fleeing,False,Texas,2017
Schertz,TX,29.55217,-98.26973,2017-12-21,shot,pipe,30,Female,Unknown,False,other,Foot,False,Texas,2017
Greeley,CO,40.42331,-104.70913,2017-12-21,shot,gun,26,Male,Hispanic,True,other,Foot,False,Colorado,2017
Harrisburg,PA,40.2737,-76.88442,2017-12-22,shot,gun,51,Male,Unknown,False,attack,Foot,False,Pennsylvania,2017
Gilbert,MN,47.48882,-92.46491,2017-12-22,shot,gun,40,Male,"White, non-Hispanic",False,attack,Foot,False,Minnesota,2017
Pocatello,ID,42.8713,-112.44553,2017-12-22,shot,gun,62,Male,Unknown,False,other,Not fleeing,False,Idaho,2017
Los Angeles,CA,34.05223,-118.24368,2017-12-23,shot,metal object,32,Male,Unknown,False,other,Foot,False,California,2017
Canaan,NH,43.64757,-72.01175,2017-12-23,shot,undetermined,26,Male,Unknown,False,undetermined,Not fleeing,False,New Hampshire,2017
Progreso,TX,26.0923,-97.95722,2017-12-24,shot,machete,46,Male,Hispanic,False,other,Not fleeing,False,Texas,2017
Fairbanks,AK,64.83778,-147.71639,2017-12-24,shot,gun,20,Male,Unknown,False,attack,Not fleeing,False,Alaska,2017
Phoenix,AZ,33.44838,-112.07404,2017-12-24,shot,knife,25,Male,Unknown,False,other,Not fleeing,False,Arizona,2017
Yakima,WA,46.60207,-120.5059,2017-12-25,shot,gun,28,Male,Unknown,False,attack,Not fleeing,False,Washington,2017
Boring,OR,45.42984,-122.37481,2017-12-25,shot,gun,44,Male,Unknown,False,attack,Car,False,Oregon,2017
Yakima,WA,46.60207,-120.5059,2017-12-26,shot,undetermined,31,Male,Unknown,True,undetermined,Not fleeing,False,Washington,2017
Tulare,CA,36.20773,-119.34734,2017-12-26,shot,gun,40,Male,Unknown,False,attack,Car,False,California,2017
Roswell,NM,33.39437,-104.52491,2017-12-26,shot,gun,46,Male,Unknown,False,attack,Unknown,False,New Mexico,2017
Lawrence,IN,39.83865,-86.02526,2017-12-26,shot,gun,28,Male,"Black, non-Hispanic",False,attack,Car,False,Indiana,2017
Desert Hot Springs,CA,33.96173,-116.50353,2017-12-26,shot,gun,30,Male,"White, non-Hispanic",False,attack,Car,False,California,2017
Farmers Branch,TX,32.92651,-96.89612,2017-12-26,shot,gun,38,Female,Unknown,False,attack,Not fleeing,False,Texas,2017
Spokane,WA,47.65966,-117.42908,2017-12-26,shot,gun,36,Male,Native American,False,attack,Foot,True,Washington,2017
Philadelphia,PA,39.95233,-75.16379,2017-12-27,shot,vehicle,25,Male,"Black, non-Hispanic",False,attack,Car,False,Pennsylvania,2017
Wichita,KS,37.69224,-97.33754,2017-12-27,shot,unarmed,28,Male,"White, non-Hispanic",False,other,Not fleeing,False,Kansas,2017
Chester,VA,37.35682,-77.44165,2017-12-27,shot,gun,38,Male,"White, non-Hispanic",True,attack,Not fleeing,False,Virginia,2017
South Gate,CA,33.95474,-118.21202,2017-12-28,shot,gun,40,Male,Unknown,False,attack,Foot,False,California,2017
Birmingham,AL,33.52066,-86.80249,2017-12-28,shot,gun,37,Male,Unknown,False,attack,Not fleeing,False,Alabama,2017
Elkhart,IN,41.68199,-85.97667,2017-12-28,shot,gun,30,Male,"Black, non-Hispanic",False,attack,Car,False,Indiana,2017
Columbus,GA,32.46098,-84.98771,2017-12-29,shot,undetermined,35,Male,Unknown,False,other,Car,False,Georgia,2017
Redwood City,CA,37.48522,-122.23635,2017-12-30,shot,gun,31,Male,Hispanic,False,attack,Not fleeing,False,California,2017
Crowell,TX,33.98397,-99.72482,2017-12-30,shot,undetermined,36,Male,"White, non-Hispanic",False,undetermined,Unknown,False,Texas,2017
Los Angeles,CA,34.05223,-118.24368,2017-12-30,shot,gun,39,Male,Unknown,False,other,Not fleeing,False,California,2017
Highlands Ranch,CO,39.55388,-104.96943,2017-12-31,shot,gun,37,Male,Unknown,True,attack,Not fleeing,True,Colorado,2017
Delano,CA,35.76884,-119.24705,2017-12-31,shot,vehicle,32,Male,Unknown,False,other,Car,False,California,2017
Rossville,GA,34.98313,-85.28607,2018-01-01,shot,gun,65,Male,"White, non-Hispanic",True,attack,Not fleeing,False,Georgia,2018
Romance,AR,35.24092,-92.05126,2018-01-01,shot,gun,42,Male,"White, non-Hispanic",False,attack,Not fleeing,False,Arkansas,2018
Edgewater,FL,28.98888,-80.90228,2018-01-01,shot,gun,65,Male,"White, non-Hispanic",False,attack,Not fleeing,True,Florida,2018
Camp Wood,TX,29.66939,-100.01229,2018-01-02,shot,gun,30,Female,"White, non-Hispanic",False,attack,Not fleeing,False,Texas,2018
Ozark,AR,35.48703,-93.8277,2018-01-02,shot,gun,49,Male,"White, non-Hispanic",True,attack,Not fleeing,False,Arkansas,2018
Joplin,MO,37.08423,-94.51328,2018-01-02,shot,knife,66,Male,"White, non-Hispanic",False,attack,Not fleeing,False,Missouri,2018
Oakland,CA,37.80437,-122.2708,2018-01-03,shot,gun,28,Male,"Black, non-Hispanic",False,attack,Not fleeing,False,California,2018
Boise,ID,43.6135,-116.20345,2018-01-04,shot,gun,27,Male,"White, non-Hispanic",False,attack,Not fleeing,False,Idaho,2018
Crandon,WI,45.57191,-88.90289,2018-01-04,shot,gun,31,Male,"White, non-Hispanic",False,attack,Not fleeing,False,Wisconsin,2018
Springfield,MO,37.21533,-93.29824,2018-01-05,shot,gun,46,Male,"White, non-Hispanic",False,attack,Not fleeing,False,Missouri,2018
Whitehall,OH,39.96673,-82.88546,2018-01-05,shot,gun,28,Male,"Black, non-Hispanic",False,attack,Not fleeing,False,Ohio,2018
Long Beach,CA,33.76696,-118.18923,2018-01-05,shot,gun,35,Male,Asian,False,other,Not fleeing,False,California,2018
Albuquerque,NM,35.08449,-106.65114,2018-01-06,shot,pole and knife,24,Male,Hispanic,False,other,Not fleeing,False,New Mexico,2018
Little Rock,AR,34.74648,-92.28959,2018-01-06,shot,gun,17,Male,"Black, non-Hispanic",False,attack,Not fleeing,False,Arkansas,2018
McLoud,OK,35.4359,-97.09142,2018-01-06,shot,baseball bat,39,Male,"White, non-Hispanic",False,other,Not fleeing,False,Oklahoma,2018
Round Rock,TX,30.50826,-97.6789,2018-01-06,shot,gun,21,Male,"White, non-Hispanic",False,attack,Not fleeing,False,Texas,2018
Sparta,WI,43.94413,-90.81291,2018-01-06,shot,knife,21,Male,Native American,False,other,Not fleeing,False,Wisconsin,2018
San Carlos Park,FL,26.4673,-81.80147,2018-01-06,shot,gun,57,Male,Hispanic,False,attack,Not fleeing,False,Florida,2018
Los Lunas,NM,34.80617,-106.73336,2018-01-06,shot,undetermined,40,Male,"Black, non-Hispanic",False,undetermined,Unknown,False,New Mexico,2018
Lauderhill,FL,26.14036,-80.21338,2018-01-07,shot,gun,38,Male,"Black, non-Hispanic",False,other,Foot,False,Florida,2018
Santa Maria,CA,34.95303,-120.43572,2018-01-07,shot,knife,27,Male,Hispanic,True,other,Not fleeing,False,California,2018
Danville,VA,36.58597,-79.39502,2018-01-07,shot,gun,54,Male,"Black, non-Hispanic",False,attack,Not fleeing,False,Virginia,2018
Sedona,AZ,34.86974,-111.76099,2018-01-07,shot,unarmed,51,Male,"White, non-Hispanic",False,undetermined,Not fleeing,False,Arizona,2018
Tacoma,WA,47.25288,-122.44429,2018-01-07,shot,gun,27,Male,"White, non-Hispanic",False,attack,Not fleeing,False,Washington,2018
Church Hill,TN,36.52232,-82.71349,2018-01-08,shot,gun,25,Male,"White, non-Hispanic",False,other,Not fleeing,False,Tennessee,2018
Kansas City,MO,39.09973,-94.57857,2018-01-08,shot and Tasered,gun,32,Male,"White, non-Hispanic",False,attack,Foot,False,Missouri,2018
Los Angeles,CA,34.05223,-118.24368,2018-01-08,shot,gun,46,Male,Hispanic,False,other,Unknown,False,California,2018
San Jose,CA,37.33939,-121.89496,2018-01-09,shot,ax,27,Male,Asian,True,other,Not fleeing,True,California,2018
Palmdale,CA,34.57943,-118.11646,2018-01-10,shot,unknown weapon,21,Male,"Black, non-Hispanic",False,other,Car,False,California,2018
Fort Worth,TX,32.72541,-97.32085,2018-01-11,shot,gun,60,Male,Hispanic,False,attack,Unknown,False,Texas,2018
Elko,NV,40.83242,-115.76312,2018-01-12,shot,gun,31,Male,"White, non-Hispanic",False,other,Not fleeing,False,Nevada,2018
Pittsburg,CA,38.02798,-121.88468,2018-01-12,shot,gun,43,Male,"Black, non-Hispanic",False,other,Not fleeing,False,California,2018
Scottsville,KY,36.75338,-86.19054,2018-01-12,shot,gun,39,Male,"White, non-Hispanic",False,other,Not fleeing,False,Kentucky,2018
Sherwood,OR,45.35651,-122.8401,2018-01-12,shot,gun,54,Male,"White, non-Hispanic",False,attack,Car,False,Oregon,2018
Columbus,OH,39.96118,-82.99879,2018-01-12,shot,gun,22,Male,"Black, non-Hispanic",False,other,Not fleeing,False,Ohio,2018
Puyallup,WA,47.18538,-122.2929,2018-01-12,shot,gun,36,Male,Unknown,False,attack,Car,False,Washington,2018
Huntersville,NC,35.41069,-80.84285,2018-01-13,shot,undetermined,42,Male,"White, non-Hispanic",False,other,Not fleeing,False,North Carolina,2018
Eugene,OR,44.05207,-123.08675,2018-01-15,shot,gun,42,Male,Hispanic,False,other,Not fleeing,False,Oregon,2018
Montpelier,VT,44.26006,-72.57539,2018-01-16,shot,gun,32,Male,"White, non-Hispanic",False,undetermined,Foot,False,Vermont,2018
Gooding,ID,42.93879,-114.71311,2018-01-16,shot,gun,53,Female,"White, non-Hispanic",False,attack,Not fleeing,False,Idaho,2018
Tulsa,OK,36.15398,-95.99277,2018-01-17,shot,pellet gun,72,Female,"Black, non-Hispanic",False,attack,Not fleeing,False,Oklahoma,2018
Nashua,IA,42.95275,-92.5363,2018-01-17,shot,gun,29,Male,"Black, non-Hispanic",True,attack,Car,False,Iowa,2018
Memphis,TN,35.14953,-90.04898,2018-01-17,shot,gun,34,Male,"Black, non-Hispanic",False,other,Car,False,Tennessee,2018
Racine,WI,42.72613,-87.78285,2018-01-17,shot,gun,26,Male,"Black, non-Hispanic",False,attack,Foot,False,Wisconsin,2018
Harrisburg,PA,40.2737,-76.88442,2018-01-18,shot,gun,31,Male,"Black, non-Hispanic",False,attack,Not fleeing,False,Pennsylvania,2018
Boonville,IN,38.04921,-87.27417,2018-01-19,shot,knife,58,Male,"White, non-Hispanic",True,attack,Not fleeing,False,Indiana,2018
Lake Wales,FL,27.90141,-81.58591,2018-01-20,shot,gun,46,Male,"White, non-Hispanic",False,attack,Not fleeing,False,Florida,2018
Longview,TX,32.5007,-94.74049,2018-01-20,shot,unarmed,61,Male,"Black, non-Hispanic",True,other,Not fleeing,False,Texas,2018
Overland Park,KS,38.98223,-94.67079,2018-01-20,shot,vehicle,17,Male,"White, non-Hispanic",True,other,Car,False,Kansas,2018
Fairmont,MN,43.65218,-94.46108,2018-01-20,shot,knife,23,Male,"White, non-Hispanic",False,other,Not fleeing,False,Minnesota,2018
Dunwoody,GA,33.94621,-84.33465,2018-01-20,shot,gun,44,Male,"White, non-Hispanic",False,other,Not fleeing,False,Georgia,2018
